"","date","Team","Opponent","Player","#","Pos","Age","Club","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"254","December-10-2022","England","France","Phil Foden","20","LW","22-196","1.eng Manchester City","84","0","0","0","0","1","0","0","0","34","0","1","0","0.0","0.0","0.1","4","0","22","26","84.6","1","24","0","3","1"
"255","December-10-2022","England","France","Marcus Rashford","11","LW","25-040","1.eng Manchester Utd","6","0","0","0","0","1","0","0","0","5","0","0","0","0.1","0.1","0.0","0","0","3","3","100.0","1","3","0","0","0"
"256","December-10-2022","England","France","Bukayo Saka","17","RW","21-096","1.eng Arsenal","78","0","0","0","0","1","1","0","0","36","3","0","1","0.1","0.1","0.2","5","1","18","25","72.0","3","31","6","4","1"
"257","December-10-2022","England","France","Raheem Sterling","10","RW","28-002","1.eng Chelsea","12","0","0","0","0","0","0","0","0","9","1","0","0","0.0","0.0","0.0","0","0","4","7","57.1","0","7","1","0","0"
"258","December-10-2022","England","France","Jude Bellingham","22","LM","19-164","1.de Dortmund","90","0","0","0","0","2","1","0","0","62","5","1","3","0.2","0.2","0.0","5","1","36","47","76.6","5","40","2","1","0"
"259","December-10-2022","England","France","Declan Rice","4","CM,CB","23-330","1.eng West Ham","90","0","0","0","0","0","0","0","0","75","3","3","1","0.0","0.0","0.0","3","0","58","62","93.5","3","58","4","1","0"
"260","December-10-2022","England","France","Jordan Henderson","8","RM","32-176","1.eng Liverpool","78","0","0","0","0","1","0","0","0","47","0","1","1","0.0","0.0","0.3","6","0","39","43","90.7","6","40","0","0","0"
"261","December-10-2022","England","France","Mason Mount","19","RM","23-334","1.eng Chelsea","12","0","0","0","0","1","0","0","0","3","0","0","0","0.0","0.0","0.0","1","0","2","2","100.0","0","2","0","0","0"
"262","December-10-2022","England","France","Luke Shaw","3","LB","27-151","1.eng Manchester Utd","90","0","0","0","0","2","1","0","0","80","1","0","0","0.1","0.1","0.0","1","0","55","71","77.5","3","50","2","0","0"
"263","December-10-2022","England","France","Harry Maguire","6","CB","29-280","1.eng Manchester Utd","90","0","0","0","0","2","0","1","0","100","1","1","0","0.1","0.1","0.0","2","0","78","91","85.7","9","78","3","0","0"
"264","December-10-2022","England","France","John Stones","5","CB","28-196","1.eng Manchester City","89","0","0","0","0","0","0","0","0","76","1","0","1","0.0","0.0","0.1","2","0","72","72","100.0","5","63","0","1","1"
"265","December-10-2022","England","France","Jack Grealish","7","CM,CB","27-091","1.eng Manchester City","1","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0"
"266","December-10-2022","England","France","Kyle Walker","2","RB","32-196","1.eng Manchester City","90","0","0","0","0","0","0","0","0","50","1","1","2","0.0","0.0","0.0","2","0","43","47","91.5","7","33","2","2","1"
"267","December-10-2022","England","France","Jordan Pickford","1","GK","28-278","1.eng Everton","90","0","0","0","0","0","0","0","0","26","0","0","0","0.0","0.0","0.0","0","0","20","24","83.3","0","13","0","0","0"
"268","December-10-2022","France","England","Olivier Giroud","9","FW","36-071","1.it Milan","90","1","0","0","0","4","3","0","0","23","0","0","0","0.7","0.7","0.0","0","0","6","11","54.5","2","9","0","0","0"
"269","December-10-2022","France","England","Kylian Mbappé","10","LW","23-355","1.fr Paris S-G","90","0","0","0","0","1","0","0","0","36","0","0","0","0.1","0.1","0.0","1","0","24","28","85.7","5","32","5","6","2"
"270","December-10-2022","France","England","Ousmane Dembélé","11","RW","25-209","1.es Barcelona","78","0","0","0","0","1","0","1","0","48","3","0","0","0.0","0.0","0.5","4","1","30","38","78.9","2","31","2","2","0"
"271","December-10-2022","France","England","Kingsley Coman","20","RW","26-180","1.de Bayern Munich","12","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","0","1","0.0","0","2","0","0","0"
"272","December-10-2022","France","England","Antoine Griezmann","7","AM","31-264","1.es Atlético Madrid","90","0","2","0","0","0","0","1","0","53","2","0","1","0.0","0.0","0.2","4","2","39","48","81.3","6","35","1","2","1"
"273","December-10-2022","France","England","Adrien Rabiot","14","DM","27-251","1.it Juventus","90","0","0","0","0","1","1","0","0","51","0","2","2","0.1","0.1","0.0","2","0","33","43","76.7","4","33","3","1","1"
"274","December-10-2022","France","England","Aurélien Tchouaméni","8","DM","22-317","1.es Real Madrid","90","1","0","0","0","1","1","0","0","47","1","0","0","0.0","0.0","0.0","0","0","37","41","90.2","4","36","0","0","0"
"275","December-10-2022","France","England","Theo Hernández","22","LB","25-065","1.it Milan","90","0","0","0","0","0","0","1","0","50","3","1","0","0.0","0.0","0.2","3","1","34","40","85.0","2","32","1","0","0"
"276","December-10-2022","France","England","Dayot Upamecano","18","CB","24-044","1.de Bayern Munich","90","0","0","0","0","0","0","0","0","53","1","1","0","0.0","0.0","0.0","0","0","37","47","78.7","1","36","0","0","0"
"277","December-10-2022","France","England","Raphaël Varane","4","CB","29-229","1.eng Manchester Utd","90","0","0","0","0","0","0","0","0","45","0","0","1","0.0","0.0","0.0","1","0","32","37","86.5","1","29","0","0","0"
"278","December-10-2022","France","England","Jules Koundé","5","RB","24-028","1.es Barcelona","90","0","0","0","0","0","0","0","0","58","0","1","3","0.0","0.0","0.1","1","0","38","49","77.6","4","23","1","0","0"
"279","December-10-2022","France","England","Hugo Lloris","1","GK","35-349","1.eng Tottenham","90","0","0","0","0","0","0","0","0","32","0","0","0","0.0","0.0","0.0","0","0","15","26","57.7","0","16","0","0","0"
"280","November-21-2022","Senegal","Netherlands","Boulaye Dia","9","FW","26-005","1.it Salernitana","68","0","0","0","0","2","1","0","0","16","0","0","0","0.1","0.1","0.0","1","0","10","11","90.9","1","11","2","1","0"
"281","November-21-2022","Senegal","Netherlands","Bamba Dieng","20","FW","22-243","1.fr Marseille","22","0","0","0","0","2","0","0","0","5","1","0","0","0.2","0.2","0.0","0","0","0","1","0.0","0","4","0","0","0"
"282","November-21-2022","Senegal","Netherlands","Ismaila Sarr","18","LW","24-269","2.eng Watford","90","0","0","0","0","3","0","0","0","32","3","0","0","0.2","0.2","0.3","6","0","10","20","50.0","2","23","6","4","2"
"283","November-21-2022","Senegal","Netherlands","Krépin Diatta","15","RW","23-269","1.fr Monaco","73","0","0","0","0","2","0","0","0","43","0","0","0","0.1","0.1","0.1","1","0","33","36","91.7","5","34","4","1","0"
"284","November-21-2022","Senegal","Netherlands","Nicolas Jackson","7","RW","21-154","1.es Villarreal","17","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.0","2","0","9","10","90.0","1","9","0","0","0"
"285","November-21-2022","Senegal","Netherlands","Idrissa Gana Gueye","5","AM","33-056","1.eng Everton","90","0","0","0","0","2","1","1","0","54","0","0","1","0.1","0.1","0.0","3","0","36","45","80.0","3","30","2","0","0"
"286","November-21-2022","Senegal","Netherlands","Nampalys Mendy","6","DM","30-151","1.eng Leicester City","90","0","0","0","0","0","0","1","0","60","3","1","0","0.0","0.0","0.0","3","0","37","49","75.5","1","35","1","0","0"
"287","November-21-2022","Senegal","Netherlands","Cheikhou Kouyaté","8","DM","32-335","1.eng Nott'ham Forest","72","0","0","0","0","0","0","0","0","35","0","2","2","0.0","0.0","0.0","2","0","19","23","82.6","1","21","0","1","1"
"288","November-21-2022","Senegal","Netherlands","Pape Gueye","26","DM","23-301","1.fr Marseille","18","0","0","0","0","1","1","0","0","17","0","2","0","0.0","0.0","0.0","1","0","9","14","64.3","1","10","0","0","0"
"289","November-21-2022","Senegal","Netherlands","Abdou Diallo","22","LB","26-201","1.de RB Leipzig","61","0","0","0","0","0","0","0","0","38","2","0","0","0.0","0.0","0.1","1","0","13","30","43.3","0","23","1","0","0"
"290","November-21-2022","Senegal","Netherlands","Ismail Jakobs","14","LB","23-096","1.fr Monaco","29","0","0","0","0","1","0","0","0","16","0","1","0","0.0","0.0","0.1","1","0","9","11","81.8","2","8","1","0","0"
"291","November-21-2022","Senegal","Netherlands","Pape Abou Cissé","4","CB","27-068","1.gr Olympiacos","90","0","0","0","0","0","0","0","0","35","0","2","1","0.0","0.0","0.0","1","0","19","25","76.0","0","22","0","1","1"
"292","November-21-2022","Senegal","Netherlands","Kalidou Koulibaly","3","CB","31-154","1.eng Chelsea","90","0","0","0","0","0","0","0","0","61","2","0","1","0.0","0.0","0.0","2","0","42","50","84.0","4","37","0","0","0"
"293","November-21-2022","Senegal","Netherlands","Youssouf Sabaly","21","RB","29-261","1.es Betis","90","0","0","0","0","2","1","0","0","81","3","2","0","0.0","0.0","0.2","3","0","60","70","85.7","6","52","2","0","0"
"294","November-21-2022","Senegal","Netherlands","Edouard Mendy","16","GK","30-265","1.eng Chelsea","90","0","0","0","0","0","0","0","0","34","0","0","0","0.0","0.0","0.0","0","0","27","32","84.4","0","21","0","0","0"
"295","November-21-2022","Netherlands","Senegal","Steven Bergwijn","7","FW","25-044","1.nl Ajax","78","0","0","0","0","0","0","0","0","24","1","0","0","0.0","0.0","0.0","0","0","15","20","75.0","1","19","1","0","0"
"296","November-21-2022","Netherlands","Senegal","Davy Klaassen","14","FW","29-273","1.nl Ajax","12","1","0","0","0","1","1","0","0","5","0","0","0","0.1","0.1","0.0","0","0","3","4","75.0","0","3","0","0","0"
"297","November-21-2022","Netherlands","Senegal","Vincent Janssen","18","FW","28-159","1.be Antwerp","61","0","0","0","0","2","0","0","0","21","2","0","1","0.1","0.1","0.0","3","0","9","12","75.0","2","9","0","1","1"
"298","November-21-2022","Netherlands","Senegal","Memphis","10","FW","28-281","1.es Barcelona","29","0","0","0","0","1","1","0","0","17","0","0","1","0.0","0.0","0.0","2","2","10","12","83.3","0","12","0","2","1"
"299","November-21-2022","Netherlands","Senegal","Cody Gakpo","8","AM","23-198","1.nl PSV Eindhoven","89","1","0","0","0","1","1","0","0","33","0","1","0","0.1","0.1","0.2","3","0","13","26","50.0","1","16","4","2","1"
"300","November-21-2022","Netherlands","Senegal","Marten de Roon","15","AM","31-237","1.it Atalanta","1","0","0","0","0","0","0","0","0","2","0","0","1","0.0","0.0","0.0","0","0","0","1","0.0","0","0","0","0","0"
"301","November-21-2022","Netherlands","Senegal","Frenkie de Jong","21","CM","25-193","1.es Barcelona","90","0","1","0","0","0","0","0","0","77","2","0","2","0.0","0.0","0.2","4","1","57","67","85.1","7","53","3","2","1"
"302","November-21-2022","Netherlands","Senegal","Steven Berghuis","11","CM","30-337","1.nl Ajax","78","0","0","0","0","2","0","0","0","49","0","0","0","0.1","0.1","0.0","2","0","38","45","84.4","9","35","2","2","0"
"303","November-21-2022","Netherlands","Senegal","Teun Koopmeiners","20","CM","24-266","1.it Atalanta","12","0","0","0","0","0","0","0","0","8","1","1","0","0.0","0.0","0.0","1","0","3","7","42.9","2","4","0","0","0"
"304","November-21-2022","Netherlands","Senegal","Daley Blind","17","WB","32-257","1.nl Ajax","90","0","0","0","0","1","0","0","0","63","1","1","1","0.1","0.1","0.0","1","0","46","58","79.3","5","34","0","0","0"
"305","November-21-2022","Netherlands","Senegal","Denzel Dumfries","22","WB","26-217","1.it Inter","90","0","0","0","0","0","0","0","0","54","2","1","0","0.0","0.0","0.0","1","0","25","43","58.1","3","33","4","2","0"
"306","November-21-2022","Netherlands","Senegal","Nathan Aké","5","CB","27-276","1.eng Manchester City","90","0","0","0","0","0","0","0","0","74","1","0","2","0.0","0.0","0.0","0","0","56","65","86.2","6","51","1","0","0"
"307","November-21-2022","Netherlands","Senegal","Virgil van Dijk","4","CB","31-136","1.eng Liverpool","90","0","0","0","0","2","0","0","0","71","0","2","1","0.1","0.1","0.0","0","0","49","62","79.0","1","50","0","0","0"
"308","November-21-2022","Netherlands","Senegal","Matthijs de Ligt","3","CB","23-101","1.de Bayern Munich","90","0","0","0","0","0","0","1","0","48","0","0","0","0.0","0.0","0.0","1","0","41","45","91.1","2","24","0","0","0"
"309","November-21-2022","Netherlands","Senegal","Andries Noppert","23","GK","28-228","1.nl Heerenveen","90","0","0","0","0","0","0","0","0","30","0","0","0","0.0","0.0","0.0","1","0","22","27","81.5","0","15","0","0","0"
"310","November-25-2022","Netherlands","Ecuador","Steven Bergwijn","7","FW","25-048","1.nl Ajax","45","0","0","0","0","0","0","0","0","17","0","0","0","0.0","0.0","0.0","0","0","15","16","93.8","0","10","0","2","1"
"311","November-25-2022","Netherlands","Ecuador","Memphis","10","FW","28-285","1.es Barcelona","45","0","0","0","0","0","0","0","0","18","0","0","1","0.0","0.0","0.0","0","0","9","12","75.0","0","12","1","1","0"
"312","November-25-2022","Netherlands","Ecuador","Cody Gakpo","8","FW","23-202","1.nl PSV Eindhoven","79","1","0","0","0","1","1","0","0","32","1","0","3","0.1","0.1","0.0","1","0","11","20","55.0","1","19","0","0","0"
"313","November-25-2022","Netherlands","Ecuador","Wout Weghorst","19","FW","30-110","1.tr Beşiktaş","11","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","0","0","0","0"
"314","November-25-2022","Netherlands","Ecuador","Davy Klaassen","14","AM","29-277","1.nl Ajax","68","0","1","0","0","0","0","0","0","30","1","0","2","0.0","0.0","0.1","1","0","19","23","82.6","3","16","0","0","0"
"315","November-25-2022","Netherlands","Ecuador","Steven Berghuis","11","AM","30-341","1.nl Ajax","22","0","0","0","0","0","0","0","0","19","1","0","1","0.0","0.0","0.0","0","0","6","16","37.5","1","14","1","0","0"
"316","November-25-2022","Netherlands","Ecuador","Frenkie de Jong","21","CM","25-197","1.es Barcelona","90","0","0","0","0","0","0","0","0","82","7","2","2","0.0","0.0","0.0","0","0","64","69","92.8","2","46","1","1","1"
"317","November-25-2022","Netherlands","Ecuador","Teun Koopmeiners","20","CM","24-270","1.it Atalanta","78","0","0","0","0","1","0","0","0","50","3","2","2","0.0","0.0","0.0","0","0","26","35","74.3","1","33","3","2","1"
"318","November-25-2022","Netherlands","Ecuador","Marten de Roon","15","CM","31-241","1.it Atalanta","12","0","0","0","0","0","0","0","0","10","1","0","0","0.0","0.0","0.0","0","0","7","8","87.5","0","3","0","0","0"
"319","November-25-2022","Netherlands","Ecuador","Daley Blind","17","WB","32-261","1.nl Ajax","90","0","0","0","0","0","0","0","0","73","3","1","0","0.0","0.0","0.0","0","0","54","66","81.8","3","41","1","0","0"
"320","November-25-2022","Netherlands","Ecuador","Denzel Dumfries","22","WB","26-221","1.it Inter","90","0","0","0","0","0","0","0","0","43","2","1","0","0.0","0.0","0.0","0","0","19","30","63.3","2","19","0","1","0"
"321","November-25-2022","Netherlands","Ecuador","Nathan Aké","5","CB","27-280","1.eng Manchester City","90","0","0","0","0","0","0","0","0","88","3","0","1","0.0","0.0","0.0","0","0","70","79","88.6","6","56","5","1","0"
"322","November-25-2022","Netherlands","Ecuador","Virgil van Dijk","4","CB","31-140","1.eng Liverpool","90","0","0","0","0","0","0","0","0","71","1","1","2","0.0","0.0","0.0","0","0","51","60","85.0","1","35","0","0","0"
"323","November-25-2022","Netherlands","Ecuador","Jurriën Timber","2","CB","21-161","1.nl Ajax","90","0","0","0","0","0","0","0","0","73","2","2","0","0.0","0.0","0.0","0","0","53","61","86.9","5","39","2","1","1"
"324","November-25-2022","Netherlands","Ecuador","Andries Noppert","23","GK","28-232","1.nl Heerenveen","90","0","0","0","0","0","0","0","0","47","0","0","0","0.0","0.0","0.0","0","0","37","45","82.2","0","28","0","0","0"
"325","November-25-2022","Ecuador","Netherlands","Michael Estrada","11","FW","26-232","1.mx Cruz Azul","73","0","0","0","0","2","0","0","0","26","1","0","0","0.3","0.3","0.0","3","0","13","19","68.4","3","12","1","0","0"
"326","November-25-2022","Ecuador","Netherlands","Jeremy Sarmiento","16","AM","20-162","1.eng Brighton","17","0","0","0","0","0","0","0","0","14","0","0","0","0.0","0.0","0.0","2","0","7","11","63.6","1","7","0","2","0"
"327","November-25-2022","Ecuador","Netherlands","Enner Valencia","13","AM,FW","33-021","1.tr Fenerbahçe","89","1","0","0","0","5","2","0","0","37","0","0","0","1.2","1.2","0.3","4","0","16","22","72.7","1","24","0","1","0"
"328","November-25-2022","Ecuador","Netherlands","Kevin Rodríguez","26","FW","22-266","","1","0","0","0","0","1","1","0","0","3","0","0","1","0.0","0.0","0.0","0","0","0","1","0.0","0","0","0","0","0"
"329","November-25-2022","Ecuador","Netherlands","Gonzalo Plata","19","AM","22-024","1.es Valladolid","89","0","0","0","0","1","0","0","0","43","1","0","0","0.1","0.1","0.1","1","0","27","33","81.8","2","24","2","4","1"
"330","November-25-2022","Ecuador","Netherlands","Romario Ibarra","10","AM","28-062","1.mx Pachuca","1","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","0","1","0.0","0","1","0","0","0"
"331","November-25-2022","Ecuador","Netherlands","Moisés Caicedo","23","CM","21-023","1.eng Brighton","90","0","0","0","0","2","0","0","0","65","5","0","2","0.1","0.1","0.0","2","0","40","52","76.9","1","21","2","0","0"
"332","November-25-2022","Ecuador","Netherlands","Jhegson Méndez","20","CM","25-213","1.us Los Angeles FC","90","0","0","0","0","0","0","1","0","67","1","0","0","0.0","0.0","0.0","0","0","53","63","84.1","2","39","0","0","0"
"333","November-25-2022","Ecuador","Netherlands","Pervis Estupiñán","7","WB","24-308","1.eng Brighton","90","0","0","0","0","1","1","0","0","73","1","1","2","0.1","0.1","0.1","6","1","43","58","74.1","3","32","2","5","0"
"334","November-25-2022","Ecuador","Netherlands","Ángelo Preciado","17","WB","24-280","1.be Genk","90","0","0","0","0","3","0","0","0","47","0","3","0","0.0","0.0","0.2","3","0","26","37","70.3","2","16","1","2","0"
"335","November-25-2022","Ecuador","Netherlands","Piero Hincapié","3","CB","20-320","1.de Leverkusen","90","0","0","0","0","0","0","0","0","57","4","1","2","0.0","0.0","0.0","0","0","27","42","64.3","4","22","0","0","0"
"336","November-25-2022","Ecuador","Netherlands","Félix Torres Caicedo","2","CB","25-318","1.mx Santos","90","0","0","0","0","0","0","0","0","78","1","1","0","0.0","0.0","0.0","1","0","59","71","83.1","1","47","0","0","0"
"337","November-25-2022","Ecuador","Netherlands","Jackson Porozo","25","CB","22-113","1.fr Troyes","90","0","0","0","0","0","0","0","0","49","2","3","1","0.0","0.0","0.0","0","0","35","39","89.7","1","26","1","0","0"
"338","November-25-2022","Ecuador","Netherlands","Hernán Galíndez","1","GK","35-240","1.ec SD Aucas","90","0","0","0","0","0","0","0","0","20","0","0","0","0.0","0.0","0.0","0","0","12","20","60.0","0","11","0","0","0"
"339","November-29-2022","Netherlands","Qatar","Memphis","10","FW","28-289","1.es Barcelona","65","0","0","0","0","5","1","0","0","42","0","0","0","0.9","0.9","0.0","2","1","27","33","81.8","1","25","0","0","0"
"340","November-29-2022","Netherlands","Qatar","Vincent Janssen","18","FW","28-167","1.be Antwerp","25","0","0","0","0","0","0","0","0","11","0","0","1","0.0","0.0","0.0","0","0","7","8","87.5","1","5","0","0","0"
"341","November-29-2022","Netherlands","Qatar","Cody Gakpo","8","FW","23-206","1.nl PSV Eindhoven","81","1","0","0","0","2","1","0","0","48","3","1","1","0.1","0.1","0.1","2","1","27","35","77.1","1","30","2","1","1"
"342","November-29-2022","Netherlands","Qatar","Wout Weghorst","19","FW","30-114","1.tr Beşiktaş","9","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","1","0","2","2","100.0","0","1","0","0","0"
"343","November-29-2022","Netherlands","Qatar","Davy Klaassen","14","AM","29-281","1.nl Ajax","65","0","1","0","0","1","0","0","0","41","1","1","0","0.1","0.1","0.2","4","1","28","34","82.4","1","20","0","1","0"
"344","November-29-2022","Netherlands","Qatar","Steven Berghuis","11","AM","30-345","1.nl Ajax","25","0","0","0","0","1","0","0","0","36","1","0","0","0.0","0.0","0.0","0","0","28","33","84.8","3","29","1","0","0"
"345","November-29-2022","Netherlands","Qatar","Frenkie de Jong","21","CM","25-201","1.es Barcelona","85","1","0","0","0","2","1","0","0","102","2","1","0","0.9","0.9","0.0","3","0","85","92","92.4","6","69","2","2","1"
"346","November-29-2022","Netherlands","Qatar","Kenneth Taylor","24","CM","20-197","1.nl Ajax","5","0","0","0","0","0","0","0","0","9","0","0","0","0.0","0.0","0.0","0","0","8","8","100.0","0","6","0","0","0"
"347","November-29-2022","Netherlands","Qatar","Marten de Roon","15","CM","31-245","1.it Atalanta","81","0","0","0","0","0","0","0","0","78","4","2","3","0.0","0.0","0.0","0","0","56","66","84.8","4","46","0","0","0"
"348","November-29-2022","Netherlands","Qatar","Teun Koopmeiners","20","CM","24-274","1.it Atalanta","9","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.0","0","0","14","15","93.3","0","12","0","0","0"
"349","November-29-2022","Netherlands","Qatar","Daley Blind","17","WB","32-265","1.nl Ajax","90","0","0","0","0","2","1","0","0","117","0","0","3","0.1","0.1","0.1","2","0","99","109","90.8","8","80","0","0","0"
"350","November-29-2022","Netherlands","Qatar","Denzel Dumfries","22","WB","26-225","1.it Inter","90","0","0","0","0","0","0","0","0","65","1","2","2","0.0","0.0","0.0","2","0","46","53","86.8","5","45","2","2","0"
"351","November-29-2022","Netherlands","Qatar","Nathan Aké","5","CB","27-284","1.eng Manchester City","90","0","0","0","0","0","0","1","0","100","0","0","0","0.0","0.0","0.0","1","0","96","97","99.0","8","75","3","0","0"
"352","November-29-2022","Netherlands","Qatar","Virgil van Dijk","4","CB","31-144","1.eng Liverpool","90","0","0","0","0","0","0","0","0","92","0","0","0","0.0","0.0","0.1","1","0","81","88","92.0","6","63","0","0","0"
"353","November-29-2022","Netherlands","Qatar","Jurriën Timber","2","CB","21-165","1.nl Ajax","90","0","0","0","0","0","0","0","0","124","4","3","0","0.0","0.0","0.0","2","0","107","112","95.5","8","86","7","3","2"
"354","November-29-2022","Netherlands","Qatar","Andries Noppert","23","GK","28-236","1.nl Heerenveen","90","0","0","0","0","0","0","0","0","30","0","0","0","0.0","0.0","0.0","0","0","28","29","96.6","0","17","0","0","0"
"355","November-29-2022","Qatar","Netherlands","Akram Afif","11","FW,CM","26-011","1.qa Al Sadd","90","0","0","0","0","0","0","0","0","84","0","0","0","0.0","0.0","0.1","3","0","68","81","84.0","3","54","2","0","0"
"356","November-29-2022","Qatar","Netherlands","Almoez Ali","19","FW","26-102","1.qa Al Duhail SC","63","0","0","0","0","0","0","0","0","19","0","1","0","0.0","0.0","0.0","0","0","12","13","92.3","1","12","0","3","0"
"357","November-29-2022","Qatar","Netherlands","Mohammed Muntari","9","FW","28-344","1.qa Al Duhail SC","27","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.0","1","0","12","13","92.3","0","9","0","0","0"
"358","November-29-2022","Qatar","Netherlands","Abdulaziz Hatem","6","CM","32-032","1.qa Al Rayyan SC","84","0","0","0","0","1","1","0","0","40","0","0","0","0.0","0.0","0.0","0","0","34","38","89.5","0","32","2","1","1"
"359","November-29-2022","Qatar","Netherlands","Ahmed Alaaeldin","7","FW","29-302","1.qa Al-Gharafa Sports Club","6","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","0","2","0.0","0","1","0","0","0"
"360","November-29-2022","Qatar","Netherlands","Assim Madibo","23","CM","26-038","1.qa Al Duhail SC","63","0","0","0","0","0","0","0","0","35","2","0","4","0.0","0.0","0.0","0","0","22","28","78.6","1","10","0","0","0"
"361","November-29-2022","Qatar","Netherlands","Karim Boudiaf","12","CM","32-074","1.qa Al Duhail SC","27","0","0","0","0","0","0","0","0","25","0","0","0","0.0","0.0","0.0","0","0","21","23","91.3","0","13","0","2","1"
"362","November-29-2022","Qatar","Netherlands","Hassan Al-Haydos","10","CM","31-353","1.qa Al Sadd","63","0","0","0","0","1","1","0","0","35","0","2","0","0.0","0.0","0.0","2","0","21","25","84.0","7","23","2","4","1"
"363","November-29-2022","Qatar","Netherlands","Ali Assadalla","8","CM","29-314","1.qa Al Sadd","27","0","0","0","0","0","0","0","0","24","0","0","1","0.0","0.0","0.0","1","0","21","23","91.3","1","12","4","1","1"
"364","November-29-2022","Qatar","Netherlands","Homam Ahmed","14","LB","23-096","1.qa Al-Gharafa Sports Club","90","0","0","0","0","0","0","0","0","33","0","0","0","0.0","0.0","0.0","0","0","25","32","78.1","0","13","1","0","0"
"365","November-29-2022","Qatar","Netherlands","Abdelkarim Hassan","3","CB","29-093","1.qa Al Sadd","90","0","0","0","0","1","0","0","0","57","3","1","1","0.1","0.1","0.0","0","0","34","46","73.9","1","26","6","1","0"
"366","November-29-2022","Qatar","Netherlands","Boualem Khoukhi","16","CB","32-143","1.qa Al Sadd","90","0","0","0","0","0","0","0","0","68","1","2","2","0.0","0.0","0.0","0","0","44","55","80.0","0","37","0","2","0"
"367","November-29-2022","Qatar","Netherlands","Ró-Ró","2","CB","32-115","1.qa Al Sadd","90","0","0","0","0","1","0","0","0","49","2","5","0","0.0","0.0","0.0","0","0","29","38","76.3","3","29","2","0","0"
"368","November-29-2022","Qatar","Netherlands","Ismaeel Mohammad","17","RB","32-238","1.qa Al Duhail SC","84","0","0","0","0","1","1","0","0","34","1","1","1","0.0","0.0","0.0","1","0","26","30","86.7","0","19","2","1","0"
"369","November-29-2022","Qatar","Netherlands","Musab Kheder","13","RB","29-064","1.qa Al Sadd","6","0","0","0","0","0","0","0","0","5","1","0","0","0.0","0.0","0.0","0","0","3","3","100.0","0","3","0","0","0"
"370","November-29-2022","Qatar","Netherlands","Meshaal Barsham","22","GK","24-288","1.qa Al Sadd","90","0","0","0","0","0","0","0","0","34","0","0","0","0.0","0.0","0.0","0","0","18","31","58.1","0","16","0","0","0"
"371","December-9-2022","Netherlands","Argentina","Memphis","10","FW,AM","28-299","1.es Barcelona","77","0","0","0","0","0","0","1","0","47","0","1","0","0.0","0.0","0.1","0","0","24","37","64.9","2","28","2","4","0"
"372","December-9-2022","Netherlands","Argentina","Wout Weghorst","19","FW","30-124","1.tr Beşiktaş","43","2","0","0","0","2","2","1","0","14","0","0","1","0.2","0.2","0.0","1","1","6","10","60.0","3","9","0","0","0"
"373","December-9-2022","Netherlands","Argentina","Steven Bergwijn","7","FW","25-062","1.nl Ajax","45","0","0","0","0","1","0","1","0","18","0","0","0","0.1","0.1","0.0","1","0","15","16","93.8","2","11","0","0","0"
"374","December-9-2022","Netherlands","Argentina","Steven Berghuis","11","RM,AM,RW","30-355","1.nl Ajax","75","0","1","0","0","2","0","1","0","41","0","0","0","0.2","0.2","0.1","1","1","25","37","67.6","2","29","2","2","1"
"375","December-9-2022","Netherlands","Argentina","Cody Gakpo","8","AM,LM,FW,LW","23-216","1.nl PSV Eindhoven","112","0","0","0","0","0","0","0","0","58","2","1","4","0.0","0.0","0.1","4","0","20","37","54.1","1","32","2","7","0"
"376","December-9-2022","Netherlands","Argentina","Noa Lang","12","LM","23-175","1.be Club Brugge","8","0","0","0","0","0","0","1","0","5","0","1","1","0.0","0.0","0.0","0","0","1","3","33.3","0","1","0","0","0"
"377","December-9-2022","Netherlands","Argentina","Frenkie de Jong","21","CM,DM","25-211","1.es Barcelona","120","0","0","0","0","0","0","0","0","96","0","1","0","0.0","0.0","0.0","0","0","83","93","89.2","9","60","1","0","0"
"378","December-9-2022","Netherlands","Argentina","Marten de Roon","15","CM","31-255","1.it Atalanta","45","0","0","0","0","0","0","0","0","32","1","0","0","0.0","0.0","0.0","1","0","22","27","81.5","2","16","0","0","0"
"379","December-9-2022","Netherlands","Argentina","Teun Koopmeiners","20","CM,DM","24-284","1.it Atalanta","75","0","1","0","0","0","0","0","0","43","3","0","0","0.0","0.0","0.1","2","2","34","38","89.5","2","26","1","0","0"
