"","date","Team","Opponent","Player","#","Pos","Age","Club","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"124","December-3-2022","United States","Netherlands","Matt Turner","1","GK","28-162","1.eng Arsenal","90","0","0","0","0","0","0","0","0","28","0","0","0","0.0","0.0","0.0","0","0","19","25","76.0","0","13","0","0","0"
"125","Iran-November-25","Wales","IR","Kieffer Moore","13","FW","30-109","1.eng Bournemouth","90","0","0","0","0","2","1","0","0","41","0","2","1","0.5","0.5","0.1","4","0","15","26","57.7","3","17","1","0","0"
"126","Iran-November-25","Wales","IR","Gareth Bale","11","FW","33-132","1.us Los Angeles FC","90","0","0","0","0","1","1","0","0","31","0","0","0","0.0","0.0","0.2","2","0","20","26","76.9","2","18","1","1","1"
"127","Iran-November-25","Wales","IR","Harry Wilson","8","CM","25-248","1.eng Fulham","57","0","0","0","0","1","0","0","0","33","1","0","0","0.0","0.0","0.0","1","0","18","27","66.7","1","16","1","1","0"
"128","Iran-November-25","Wales","IR","Daniel James","20","LM","25-015","1.eng Fulham","33","0","0","0","0","0","0","0","0","16","1","0","1","0.0","0.0","0.0","2","0","6","11","54.5","0","11","0","3","1"
"129","Iran-November-25","Wales","IR","Ethan Ampadu","15","CM","22-072","1.it Spezia","76","0","0","0","0","0","0","0","0","73","0","1","3","0.0","0.0","0.0","0","0","52","67","77.6","12","43","3","2","2"
"130","Iran-November-25","Wales","IR","Joe Allen","7","CM","32-256","2.eng Swansea City","14","0","0","0","0","0","0","0","0","16","0","0","1","0.0","0.0","0.0","0","0","6","8","75.0","0","2","0","0","0"
"131","Iran-November-25","Wales","IR","Aaron Ramsey","10","CM","31-334","1.fr Nice","86","0","0","0","0","1","0","0","0","64","0","0","0","0.0","0.0","0.0","1","0","42","53","79.2","4","48","1","3","0"
"132","Iran-November-25","Wales","IR","Danny Ward","12","GK","29-156","1.eng Leicester City","4","0","0","0","0","0","0","0","0","7","0","0","0","0.0","0.0","0.0","0","0","4","7","57.1","0","3","0","0","0"
"133","Iran-November-25","Wales","IR","Neco Williams","3","WB,RB","21-226","1.eng Nott'ham Forest","90","0","0","0","0","3","0","0","0","77","4","0","2","0.1","0.1","0.1","2","0","41","58","70.7","3","34","3","4","1"
"134","Iran-November-25","Wales","IR","Connor Roberts","14","WB","27-063","2.eng Burnley","56","0","0","0","0","0","0","0","0","48","0","1","2","0.0","0.0","0.4","2","0","28","39","71.8","2","20","0","0","0"
"135","Iran-November-25","Wales","IR","Brennan Johnson","9","RM","21-186","1.eng Nott'ham Forest","34","0","0","0","0","1","0","0","0","17","0","0","0","0.1","0.1","0.0","0","0","5","9","55.6","0","9","2","1","0"
"136","Iran-November-25","Wales","IR","Ben Davies","4","CB,LB","29-215","1.eng Tottenham","90","0","0","0","0","1","1","0","0","89","2","0","2","0.1","0.1","0.0","2","0","66","80","82.5","13","55","1","1","1"
"137","Iran-November-25","Wales","IR","Joe Rodon","6","CB","25-034","1.fr Rennes","90","0","0","0","0","0","0","1","0","67","1","2","1","0.0","0.0","0.0","1","0","54","58","93.1","3","45","1","0","0"
"138","Iran-November-25","Wales","IR","Chris Mepham","5","CB","25-020","1.eng Bournemouth","90","0","0","0","0","0","0","0","0","74","1","0","1","0.0","0.0","0.0","1","0","50","65","76.9","7","44","0","0","0"
"139","Iran-November-25","Wales","IR","Wayne Hennessey","1","GK","35-305","1.eng Nott'ham Forest","85","0","0","0","0","0","0","0","1","35","0","0","0","0.0","0.0","0.0","0","0","30","34","88.2","0","28","0","0","0"
"140","Iran-November-25","IR","Wales","Sardar Azmoun","20","FW","27-328","1.de Leverkusen","67","0","0","0","0","4","2","0","0","21","0","0","0","0.4","0.4","0.1","3","0","8","13","61.5","1","10","0","1","0"
"141","Iran-November-25","IR","Wales","Karim Ansarifard","10","FW","32-236","1.cy AC Omonia","23","0","0","0","0","1","0","0","0","7","0","1","0","0.1","0.1","0.1","3","0","2","3","66.7","0","5","1","0","0"
"142","Iran-November-25","IR","Wales","Mehdi Taremi","9","LW,FW","30-130","1.pt Porto","90","0","1","0","0","2","0","0","0","37","0","0","2","0.1","0.1","0.6","8","2","15","23","65.2","4","28","3","4","1"
"143","Iran-November-25","IR","Wales","Ali Gholizadeh","17","RW","26-260","1.be Charleroi","76","0","0","0","0","1","0","0","0","37","0","0","2","0.0","0.0","0.0","4","0","21","32","65.6","3","27","3","3","1"
"144","Iran-November-25","IR","Wales","Alireza Jahanbakhsh","7","RM","29-106","1.nl Feyenoord","14","0","0","0","0","2","0","1","0","11","0","0","0","0.1","0.1","0.0","4","2","6","8","75.0","2","8","1","1","1"
"145","Iran-November-25","IR","Wales","Ehsan Hajsafi","3","LM","32-273","1.gr AEK Athens","76","0","0","0","0","1","0","0","0","43","3","1","0","0.2","0.2","0.1","2","0","20","33","60.6","3","20","4","1","0"
"146","Iran-November-25","IR","Wales","Mehdi Torabi","16","LM","28-076","1.ir Persepolis","14","0","0","0","0","1","0","0","0","15","0","0","1","0.1","0.1","0.0","1","0","6","11","54.5","3","8","1","1","1"
"147","Iran-November-25","IR","Wales","Saeid Ezatolahi","6","CM","26-055","2.dk Vejle BK","82","0","0","0","0","1","1","0","0","38","5","1","3","0.1","0.1","0.1","2","0","17","26","65.4","2","12","2","0","0"
"148","Iran-November-25","IR","Wales","Ali Karimi","18","CM","28-287","1.tr Kayserispor","8","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","3","8","37.5","1","4","0","0","0"
"149","Iran-November-25","IR","Wales","Ahmad Nourollahi","21","RM","29-296","1.ae Al-Ahli Dubai FC","77","0","0","0","0","4","1","0","0","37","3","4","3","0.1","0.1","0.0","0","0","13","20","65.0","3","13","0","2","1"
"150","Iran-November-25","IR","Wales","Roozbeh Cheshmi","15","CM","29-124","1.ir Esteghlal","13","1","0","0","0","1","1","0","0","6","0","1","0","0.1","0.1","0.0","0","0","2","2","100.0","0","0","0","0","0"
"151","Iran-November-25","IR","Wales","Milad Mohammadi","5","LB","29-057","1.gr AEK Athens","90","0","0","0","0","0","0","0","0","47","4","0","2","0.0","0.0","0.0","0","0","21","39","53.8","2","14","1","0","0"
"152","Iran-November-25","IR","Wales","Morteza Pouraliganji","8","CB","30-220","1.ir Persepolis","90","0","0","0","0","1","0","0","0","37","0","4","1","0.0","0.0","0.0","2","0","15","27","55.6","3","12","0","0","0"
"153","Iran-November-25","IR","Wales","Majid Hosseini","19","CB","26-158","1.tr Kayserispor","90","0","0","0","0","0","0","0","0","40","1","1","0","0.0","0.0","0.0","0","0","25","31","80.6","2","15","0","0","0"
"154","Iran-November-25","IR","Wales","Ramin Rezaeian","23","RB","32-249","1.ir Sepahan","90","1","0","0","0","2","1","1","0","59","3","1","1","0.3","0.3","0.1","6","0","33","47","70.2","5","37","2","0","0"
"155","Iran-November-25","IR","Wales","Hossein Hosseini","24","GK","30-148","1.ir Esteghlal","90","0","0","0","0","0","0","0","0","29","0","0","0","0.0","0.0","0.0","0","0","15","27","55.6","0","18","0","0","0"
"156","November-29-2022","Wales","England","Kieffer Moore","13","FW","30-113","1.eng Bournemouth","90","0","0","0","0","2","1","0","0","31","0","0","2","0.1","0.1","0.0","1","0","10","17","58.8","0","15","1","0","0"
"157","November-29-2022","Wales","England","Daniel James","20","LW","25-019","1.eng Fulham","76","0","0","0","0","0","0","1","0","18","0","0","1","0.0","0.0","0.0","0","0","10","15","66.7","0","11","0","0","0"
"158","November-29-2022","Wales","England","Harry Wilson","8","LW","25-252","1.eng Fulham","14","0","0","0","0","1","0","0","0","8","0","0","0","0.1","0.1","0.0","0","0","6","7","85.7","0","4","0","0","0"
"159","November-29-2022","Wales","England","Gareth Bale","11","RW","33-136","1.us Los Angeles FC","45","0","0","0","0","0","0","0","0","7","0","0","0","0.0","0.0","0.0","0","0","1","5","20.0","0","2","0","0","0"
"160","November-29-2022","Wales","England","Brennan Johnson","9","RW","21-190","1.eng Nott'ham Forest","45","0","0","0","0","1","0","0","0","7","0","0","1","0.1","0.1","0.0","0","0","2","3","66.7","0","4","2","2","0"
"161","November-29-2022","Wales","England","Aaron Ramsey","10","AM","31-338","1.fr Nice","90","0","0","0","0","0","0","1","0","36","1","0","3","0.0","0.0","0.0","1","0","23","29","79.3","1","24","1","1","0"
"162","November-29-2022","Wales","England","Ethan Ampadu","15","DM,RB","22-076","1.it Spezia","90","0","0","0","0","0","0","0","0","46","2","2","3","0.0","0.0","0.1","4","0","26","34","76.5","1","19","1","0","0"
"163","November-29-2022","Wales","England","Joe Allen","7","DM","32-260","2.eng Swansea City","80","0","0","0","0","2","0","0","0","37","1","1","0","0.1","0.1","0.1","1","0","24","28","85.7","1","17","0","0","0"
"164","November-29-2022","Wales","England","Rubin Colwill","25","DM","20-216","2.eng Cardiff City","10","0","0","0","0","1","0","0","0","6","0","0","1","0.0","0.0","0.0","2","0","2","4","50.0","0","1","0","0","0"
"165","November-29-2022","Wales","England","Ben Davies","4","LB","29-219","1.eng Tottenham","58","0","0","0","0","0","0","0","0","35","2","0","0","0.0","0.0","0.0","1","0","15","30","50.0","0","12","0","1","0"
"166","November-29-2022","Wales","England","Joe Morrell","16","DM","25-330","3.eng Portsmouth","32","0","0","0","0","0","0","0","0","19","2","1","1","0.0","0.0","0.0","0","0","11","12","91.7","1","11","0","0","0"
"167","November-29-2022","Wales","England","Joe Rodon","6","CB","25-038","1.fr Rennes","90","0","0","0","0","0","0","0","0","56","0","1","1","0.0","0.0","0.0","1","0","45","49","91.8","0","35","0","0","0"
"168","November-29-2022","Wales","England","Chris Mepham","5","CB","25-024","1.eng Bournemouth","90","0","0","0","0","0","0","0","0","61","3","1","2","0.0","0.0","0.1","1","0","46","51","90.2","3","40","0","0","0"
"169","November-29-2022","Wales","England","Neco Williams","3","RB","21-230","1.eng Nott'ham Forest","36","0","0","0","0","0","0","0","0","11","0","1","1","0.0","0.0","0.0","0","0","4","7","57.1","0","6","0","1","0"
"170","November-29-2022","Wales","England","Connor Roberts","14","LB,RB","27-067","2.eng Burnley","54","0","0","0","0","0","0","0","0","33","1","0","0","0.0","0.0","0.0","2","0","27","29","93.1","3","20","1","0","0"
"171","November-29-2022","Wales","England","Danny Ward","12","GK","29-160","1.eng Leicester City","90","0","0","0","0","0","0","0","0","35","0","0","0","0.0","0.0","0.0","0","0","20","32","62.5","0","19","0","0","0"
"172","November-29-2022","England","Wales","Harry Kane","9","FW","29-124","1.eng Tottenham","57","0","1","0","0","2","0","0","0","17","0","0","0","0.1","0.1","0.7","2","0","6","10","60.0","2","14","1","0","0"
"173","November-29-2022","England","Wales","Callum Wilson","24","FW","30-275","1.eng Newcastle Utd","33","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.3","3","0","5","6","83.3","3","9","1","1","0"
"174","November-29-2022","England","Wales","Marcus Rashford","11","LW,RW","25-029","1.eng Manchester Utd","74","2","0","0","0","6","4","0","0","46","1","1","2","0.9","0.9","0.0","1","1","23","31","74.2","0","31","2","5","3"
"175","November-29-2022","England","Wales","Jack Grealish","7","LW","27-080","1.eng Manchester City","16","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.1","2","0","13","14","92.9","0","12","2","3","3"
"176","November-29-2022","England","Wales","Phil Foden","20","RW,LW","22-185","1.eng Manchester City","90","1","0","0","0","5","1","0","0","50","0","0","2","1.0","1.0","0.0","2","1","26","37","70.3","2","28","2","1","0"
"177","November-29-2022","England","Wales","Jude Bellingham","22","LM","19-153","1.de Dortmund","90","0","0","0","0","2","1","0","0","60","2","1","0","0.3","0.3","0.2","5","0","46","51","90.2","4","42","1","3","1"
"178","November-29-2022","England","Wales","Declan Rice","4","CM","23-319","1.eng West Ham","57","0","0","0","0","0","0","0","0","50","0","1","1","0.0","0.0","0.0","1","0","44","46","95.7","6","33","0","0","0"
"179","November-29-2022","England","Wales","Kalvin Phillips","14","CM","26-362","1.eng Manchester City","33","0","1","0","0","0","0","0","0","16","0","0","0","0.0","0.0","0.1","1","1","14","15","93.3","0","12","0","0","0"
"180","November-29-2022","England","Wales","Jordan Henderson","8","RM","32-165","1.eng Liverpool","90","0","0","0","0","0","0","0","0","65","2","0","1","0.0","0.0","0.0","2","0","48","60","80.0","4","44","0","1","0"
"181","November-29-2022","England","Wales","Luke Shaw","3","LB","27-140","1.eng Manchester Utd","64","0","0","0","0","0","0","0","0","62","0","0","0","0.0","0.0","0.1","4","1","51","61","83.6","10","50","0","0","0"
"182","November-29-2022","England","Wales","Kieran Trippier","12","LB","32-071","1.eng Newcastle Utd","26","0","0","0","0","0","0","0","0","18","1","0","1","0.0","0.0","0.0","0","0","17","17","100.0","1","12","0","0","0"
"183","November-29-2022","England","Wales","Harry Maguire","6","CB","29-269","1.eng Manchester Utd","90","0","0","0","0","1","0","0","0","92","0","1","1","0.0","0.0","0.0","1","0","77","85","90.6","3","75","3","0","0"
"184","November-29-2022","England","Wales","John Stones","5","CB","28-185","1.eng Manchester City","90","0","0","0","0","2","1","0","0","89","0","0","0","0.2","0.2","0.0","0","0","76","84","90.5","3","68","3","0","0"
"185","November-29-2022","England","Wales","Kyle Walker","2","RB","32-185","1.eng Manchester City","56","0","0","0","0","0","0","0","0","57","0","1","0","0.0","0.0","0.0","1","0","49","54","90.7","7","39","0","0","0"
"186","November-29-2022","England","Wales","Trent Alexander-Arnold","18","RB","24-053","1.eng Liverpool","34","0","0","0","0","0","0","0","0","24","0","0","1","0.0","0.0","0.0","0","0","21","23","91.3","3","16","0","0","0"
"187","November-29-2022","England","Wales","Jordan Pickford","1","GK","28-267","1.eng Everton","90","0","0","0","0","0","0","0","0","33","0","0","0","0.0","0.0","0.0","0","0","29","32","90.6","0","26","0","0","0"
"188","Iran-November-21","England","IR","Harry Kane","9","FW","29-116","1.eng Tottenham","75","0","2","0","0","0","0","0","0","17","0","0","0","0.0","0.0","0.7","4","2","10","16","62.5","2","13","1","2","1"
"189","Iran-November-21","England","IR","Callum Wilson","24","FW","30-267","1.eng Newcastle Utd","15","0","1","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.6","1","1","4","4","100.0","0","4","1","0","0"
"190","Iran-November-21","England","IR","Raheem Sterling","10","LW","27-348","1.eng Chelsea","70","1","1","0","0","1","1","0","0","35","0","0","0","0.4","0.4","0.1","4","3","25","29","86.2","5","27","0","3","2"
"191","Iran-November-21","England","IR","Jack Grealish","7","LW","27-072","1.eng Manchester City","20","1","0","0","0","1","1","0","0","25","1","1","1","0.6","0.6","0.0","0","0","19","19","100.0","1","20","0","1","0"
"192","Iran-November-21","England","IR","Bukayo Saka","17","RW","21-077","1.eng Arsenal","69","2","0","0","0","3","3","0","0","45","1","1","3","0.2","0.2","0.1","2","0","23","28","82.1","3","33","4","6","1"
"193","Iran-November-21","England","IR","Marcus Rashford","11","RW","25-021","1.eng Manchester Utd","21","1","0","0","0","2","1","0","0","26","0","0","0","0.4","0.4","0.0","1","0","15","20","75.0","2","22","3","3","1"
"194","Iran-November-21","England","IR","Mason Mount","19","AM","23-315","1.eng Chelsea","70","0","0","0","0","1","0","0","0","44","1","0","1","0.1","0.1","0.0","1","0","32","37","86.5","4","34","1","2","2"
"195","Iran-November-21","England","IR","Phil Foden","20","AM","22-177","1.eng Manchester City","20","0","0","0","0","0","0","0","0","23","0","0","0","0.0","0.0","0.1","1","0","15","19","78.9","1","23","2","1","1"
"196","Iran-November-21","England","IR","Declan Rice","4","DM","23-311","1.eng West Ham","90","0","0","0","0","0","0","0","0","103","1","3","1","0.0","0.0","0.0","0","0","90","96","93.8","3","88","2","1","0"
"197","Iran-November-21","England","IR","Jude Bellingham","22","DM","19-145","1.de Dortmund","90","1","0","0","0","1","1","0","0","107","3","0","2","0.1","0.1","0.0","2","2","92","98","93.9","9","76","2","2","2"
"198","Iran-November-21","England","IR","Luke Shaw","3","LB","27-132","1.eng Manchester Utd","90","0","1","0","0","1","0","0","0","120","0","1","0","0.0","0.0","0.1","2","2","101","118","85.6","7","95","4","1","1"
"199","Iran-November-21","England","IR","Harry Maguire","6","CB","29-261","1.eng Manchester Utd","69","0","1","0","0","2","0","0","0","79","1","0","1","0.2","0.2","0.0","1","1","66","74","89.2","1","60","1","1","1"
"200","Iran-November-21","England","IR","Eric Dier","15","CB","28-310","1.eng Tottenham","21","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","0","0","30","30","100.0","0","26","0","0","0"
"201","Iran-November-21","England","IR","John Stones","5","CB","28-177","1.eng Manchester City","90","0","0","0","0","0","0","0","0","118","0","0","0","0.0","0.0","0.0","0","0","116","117","99.1","8","106","1","1","1"
"202","Iran-November-21","England","IR","Kieran Trippier","12","RB","32-063","1.eng Newcastle Utd","90","0","0","0","0","1","0","0","0","114","5","1","2","0.0","0.0","0.1","2","0","85","104","81.7","7","71","0","0","0"
"203","Iran-November-21","England","IR","Jordan Pickford","1","GK","28-259","1.eng Everton","90","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","1","1","17","29","58.6","0","22","0","0","0"
"204","Iran-November-21","IR","England","Mehdi Taremi","9","FW","30-126","1.pt Porto","90","2","0","1","1","2","1","0","0","32","0","2","1","1.0","0.2","0.0","3","1","17","20","85.0","4","20","1","2","0"
"205","Iran-November-21","IR","England","Ehsan Hajsafi","3","LM,LB","32-269","1.gr AEK Athens","90","0","0","0","0","0","0","0","0","35","1","1","1","0.0","0.0","0.1","1","0","16","28","57.1","2","18","1","1","0"
"206","Iran-November-21","IR","England","Ali Karimi","18","CM","28-283","1.tr Kayserispor","45","0","0","0","0","0","0","0","0","8","2","0","0","0.0","0.0","0.0","0","0","4","6","66.7","0","3","0","0","0"
"207","Iran-November-21","IR","England","Saeid Ezatolahi","6","CM","26-051","2.dk Vejle BK","45","0","0","0","0","1","0","0","0","12","0","0","0","0.0","0.0","0.1","1","0","9","9","100.0","1","9","0","1","0"
"208","Iran-November-21","IR","England","Ahmad Nourollahi","21","CM","29-292","1.ae Al-Ahli Dubai FC","76","0","0","0","0","1","0","0","0","27","1","2","0","0.0","0.0","0.0","0","0","10","17","58.8","2","14","1","0","0"
"209","Iran-November-21","IR","England","Sardar Azmoun","20","FW","27-324","1.de Leverkusen","14","0","0","0","0","1","1","0","0","6","0","0","0","0.5","0.5","0.0","0","0","4","5","80.0","1","3","2","0","0"
"210","Iran-November-21","IR","England","Alireza Jahanbakhsh","7","RM","29-102","1.nl Feyenoord","45","0","0","0","0","1","0","1","0","16","1","1","2","0.1","0.1","0.0","0","0","5","9","55.6","1","6","1","0","0"
"211","Iran-November-21","IR","England","Ali Gholizadeh","17","RM,CM","26-256","1.be Charleroi","45","0","1","0","0","0","0","0","0","21","0","2","0","0.0","0.0","0.2","3","1","11","17","64.7","1","15","1","2","0"
"212","Iran-November-21","IR","England","Milad Mohammadi","5","LB","29-053","1.gr AEK Athens","62","0","0","0","0","0","0","0","0","22","1","1","0","0.0","0.0","0.0","0","0","9","12","75.0","0","8","0","1","0"
"213","Iran-November-21","IR","England","Mehdi Torabi","16","CM,LM","28-072","1.ir Persepolis","28","0","0","0","0","1","0","0","0","15","1","2","0","0.0","0.0","0.5","4","0","9","10","90.0","2","8","0","1","0"
"214","Iran-November-21","IR","England","Majid Hosseini","19","CB","26-154","1.tr Kayserispor","90","0","0","0","0","0","0","0","0","26","3","1","2","0.0","0.0","0.0","0","0","10","16","62.5","0","11","0","0","0"
"215","Iran-November-21","IR","England","Roozbeh Cheshmi","15","CB","29-120","1.ir Esteghlal","45","0","0","0","0","0","0","0","0","13","0","1","1","0.0","0.0","0.0","0","0","5","9","55.6","0","5","0","0","0"
"216","Iran-November-21","IR","England","Hossein Kanaanizadegan","13","CB","28-243","1.qa Al Ahli SC","45","0","0","0","0","0","0","0","0","15","0","1","1","0.0","0.0","0.0","0","0","8","11","72.7","0","7","0","0","0"
"217","Iran-November-21","IR","England","Morteza Pouraliganji","8","CB","30-216","1.ir Persepolis","90","0","0","0","0","0","0","1","0","39","1","1","1","0.0","0.0","0.0","2","1","19","30","63.3","2","15","0","0","0"
"218","Iran-November-21","IR","England","Sadegh Moharrami","2","RB","26-265","1.hr Dinamo Zagreb","90","0","0","0","0","0","0","0","0","34","1","1","1","0.0","0.0","0.0","1","1","18","26","69.2","0","16","2","1","1"
"219","Iran-November-21","IR","England","Alireza Beiranvand","1","GK","30-061","1.ir Persepolis","19","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","0","3","0.0","0","1","0","0","0"
"220","Iran-November-21","IR","England","Hossein Hosseini","24","GK","30-144","1.ir Esteghlal","71","0","0","0","0","0","0","0","0","20","0","0","0","0.0","0.0","0.0","0","0","8","20","40.0","0","15","0","0","0"
"221","December-4-2022","England","Senegal","Harry Kane","9","FW","29-129","1.eng Tottenham","90","1","0","0","0","3","2","0","0","38","0","0","2","0.5","0.5","0.0","2","1","17","25","68.0","7","30","1","3","2"
"222","December-4-2022","England","Senegal","Phil Foden","20","LW","22-190","1.eng Manchester City","64","0","2","0","0","0","0","0","0","37","1","0","0","0.0","0.0","0.4","3","2","27","35","77.1","3","24","1","1","1"
"223","December-4-2022","England","Senegal","Jack Grealish","7","LW","27-085","1.eng Manchester City","26","0","0","0","0","0","0","0","0","16","2","1","0","0.0","0.0","0.0","1","0","7","9","77.8","2","11","0","3","0"
"224","December-4-2022","England","Senegal","Bukayo Saka","17","RW","21-090","1.eng Arsenal","64","1","0","0","0","2","1","0","0","36","3","0","0","0.1","0.1","0.2","1","0","24","30","80.0","3","26","1","0","0"
"225","December-4-2022","England","Senegal","Marcus Rashford","11","RW","25-034","1.eng Manchester Utd","26","0","0","0","0","1","0","0","0","12","0","0","0","0.2","0.2","0.0","0","0","6","10","60.0","1","7","0","0","0"
"226","December-4-2022","England","Senegal","Jude Bellingham","22","LM","19-158","1.de Dortmund","76","0","1","0","0","0","0","0","0","50","4","2","2","0.0","0.0","0.1","3","3","30","34","88.2","3","29","3","6","3"
"227","December-4-2022","England","Senegal","Mason Mount","19","LM","23-328","1.eng Chelsea","14","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","3","3","100.0","0","2","0","0","0"
"228","December-4-2022","England","Senegal","Declan Rice","4","CM","23-324","1.eng West Ham","90","0","0","0","0","0","0","0","0","63","1","1","0","0.0","0.0","0.0","1","0","52","57","91.2","4","51","2","1","0"
"229","December-4-2022","England","Senegal","Jordan Henderson","8","RM","32-170","1.eng Liverpool","81","1","0","0","0","1","1","0","0","53","2","0","1","0.1","0.1","0.0","0","0","40","47","85.1","4","44","2","1","0"
"230","December-4-2022","England","Senegal","Kalvin Phillips","14","RM","27-002","1.eng Manchester City","9","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","3","4","75.0","1","3","0","0","0"
"231","December-4-2022","England","Senegal","Luke Shaw","3","LB","27-145","1.eng Manchester Utd","90","0","0","0","0","0","0","0","0","71","1","2","0","0.0","0.0","0.2","2","0","58","66","87.9","8","48","3","0","0"
"232","December-4-2022","England","Senegal","Harry Maguire","6","CB","29-274","1.eng Manchester Utd","90","0","0","0","0","0","0","0","0","84","4","1","1","0.0","0.0","0.0","1","0","62","76","81.6","8","67","2","0","0"
"233","December-4-2022","England","Senegal","John Stones","5","CB","28-190","1.eng Manchester City","75","0","0","0","0","1","0","0","0","95","0","1","1","0.1","0.1","0.0","0","0","85","92","92.4","2","81","0","0","0"
"234","December-4-2022","England","Senegal","Eric Dier","15","CB","28-323","1.eng Tottenham","15","0","0","0","0","0","0","0","0","13","1","0","0","0.0","0.0","0.0","0","0","10","11","90.9","0","9","0","0","0"
"235","December-4-2022","England","Senegal","Kyle Walker","2","RB","32-190","1.eng Manchester City","90","0","0","0","0","0","0","0","0","90","2","1","0","0.0","0.0","0.0","0","0","70","80","87.5","4","58","1","1","1"
"236","December-4-2022","England","Senegal","Jordan Pickford","1","GK","28-272","1.eng Everton","90","0","0","0","0","0","0","0","0","50","0","0","0","0.0","0.0","0.0","1","0","38","48","79.2","0","34","0","0","0"
"237","December-4-2022","Senegal","England","Boulaye Dia","9","FW,RW","26-018","1.it Salernitana","71","0","0","0","0","2","1","0","0","14","0","0","1","0.2","0.2","0.0","2","0","8","9","88.9","1","9","0","0","0"
"238","December-4-2022","Senegal","England","Famara Diedhiou","19","FW","29-354","1.tr Alanyaspor","19","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","3","0","4","5","80.0","0","4","0","0","0"
"239","December-4-2022","Senegal","England","Ismaila Sarr","18","LW","24-282","2.eng Watford","90","0","0","0","0","2","0","0","0","33","0","0","0","0.4","0.4","0.1","1","0","17","22","77.3","2","23","1","2","1"
"240","December-4-2022","Senegal","England","Krépin Diatta","15","RW","23-282","1.fr Monaco","45","0","0","0","0","0","0","0","0","13","0","0","0","0.0","0.0","0.1","1","0","8","12","66.7","0","13","2","0","0"
"241","December-4-2022","Senegal","England","Pape Matar Sarr","17","DM","20-081","1.eng Tottenham","45","0","0","0","0","4","0","0","0","39","2","0","1","0.1","0.1","0.0","0","0","24","29","82.8","2","25","0","2","0"
"242","December-4-2022","Senegal","England","Iliman Ndiaye","13","AM","22-273","2.eng Sheffield Utd","45","0","0","0","0","0","0","0","0","12","0","1","1","0.0","0.0","0.0","0","0","7","8","87.5","0","9","0","0","0"
"243","December-4-2022","Senegal","England","Bamba Dieng","20","FW,RW","22-256","1.fr Marseille","45","0","0","0","0","1","0","0","0","12","1","0","1","0.0","0.0","0.0","3","0","2","5","40.0","0","8","0","2","0"
"244","December-4-2022","Senegal","England","Nampalys Mendy","6","DM","30-164","1.eng Leicester City","90","0","0","0","0","0","0","0","0","57","0","1","3","0.0","0.0","0.0","2","0","49","50","98.0","3","39","1","0","0"
"245","December-4-2022","Senegal","England","Pathé Ciss","11","DM","28-263","1.es Rayo Vallecano","45","0","0","0","0","0","0","0","0","26","1","1","0","0.0","0.0","0.0","0","0","15","20","75.0","4","15","0","0","0"
"246","December-4-2022","Senegal","England","Pape Gueye","26","AM","23-314","1.fr Marseille","45","0","0","0","0","1","0","0","0","23","1","0","0","0.0","0.0","0.0","1","0","17","20","85.0","3","15","0","1","0"
"247","December-4-2022","Senegal","England","Ismail Jakobs","14","LB","23-109","1.fr Monaco","83","0","0","0","0","0","0","0","0","47","0","1","0","0.0","0.0","0.1","1","0","25","38","65.8","2","19","2","1","0"
"248","December-4-2022","Senegal","England","Fodé Ballo-Touré","12","LB","25-335","1.it Milan","7","0","0","0","0","0","0","0","0","10","0","0","1","0.0","0.0","0.0","0","0","5","8","62.5","0","6","2","1","0"
"249","December-4-2022","Senegal","England","Abdou Diallo","22","CB","26-214","1.de RB Leipzig","90","0","0","0","0","0","0","0","0","56","0","0","0","0.0","0.0","0.0","0","0","43","53","81.1","1","42","1","0","0"
"250","December-4-2022","Senegal","England","Kalidou Koulibaly","3","CB","31-167","1.eng Chelsea","90","0","0","0","0","0","0","1","0","70","4","0","2","0.0","0.0","0.0","0","0","36","54","66.7","2","40","0","0","0"
"251","December-4-2022","Senegal","England","Youssouf Sabaly","21","RB","29-274","1.es Betis","90","0","0","0","0","0","0","0","0","47","2","2","1","0.0","0.0","0.0","2","0","35","41","85.4","2","28","3","2","1"
"252","December-4-2022","Senegal","England","Edouard Mendy","16","GK","30-278","1.eng Chelsea","90","0","0","0","0","0","0","0","0","28","0","0","1","0.0","0.0","0.0","0","0","20","26","76.9","0","18","0","0","0"
"253","December-10-2022","England","France","Harry Kane","9","FW","29-135","1.eng Tottenham","90","1","0","1","2","3","3","0","0","34","0","0","0","1.8","0.2","0.0","1","0","13","23","56.5","2","18","1","0","0"
